keyword	protein_len	gencode_loc	blast_species	pride_group	pr_count
loose|PepQuery	100-200	All_UTR	NA	Organism part	94
loose|PepQuery	100-200	All_UTR	NA	Organism part,cancer	20
loose|PepQuery	100-200	All_UTR	NA	Organism part,cancer,cell line	47
loose|PepQuery	100-200	All_UTR	NA	cancer,cell line	29
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	cancer	3
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	cell line	5
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	Organism part,cell line	5
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	Organism part	4
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	Organism part,cancer	1
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	Organism part,cancer,cell line	2
loose|PepQuery	100-200	All_UTR	nonPrimates_mammals	cancer,cell line	0
loose|PepQuery	100-200	All_transcript_coding	Bacteria	cancer	4
loose|PepQuery	100-200	All_transcript_coding	Bacteria	cell line	2
loose|PepQuery	100-200	All_transcript_coding	Bacteria	Organism part,cell line	1
loose|PepQuery	100-200	All_transcript_coding	Bacteria	Organism part	2
loose|PepQuery	100-200	All_transcript_coding	Bacteria	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript_coding	Bacteria	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_transcript_coding	Bacteria	cancer,cell line	2
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	cancer	98
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	cell line	204
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	Organism part,cell line	83
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	Organism part	183
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	Organism part,cancer	52
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	Organism part,cancer,cell line	163
loose|PepQuery	100-200	All_transcript_coding	nonHuman_Primates	cancer,cell line	65
loose|PepQuery	100-200	All_transcript_coding	otherSum	cancer	0
loose|PepQuery	100-200	All_transcript_coding	otherSum	cell line	1
loose|PepQuery	100-200	All_transcript_coding	otherSum	Organism part,cell line	1
loose|PepQuery	100-200	All_transcript_coding	otherSum	Organism part	2
loose|PepQuery	100-200	All_transcript_coding	otherSum	Organism part,cancer	2
loose|PepQuery	100-200	All_transcript_coding	otherSum	Organism part,cancer,cell line	5
loose|PepQuery	100-200	All_transcript_coding	otherSum	cancer,cell line	1
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	cancer	4
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	cell line	11
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part,cell line	3
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part	11
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part,cancer	5
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part,cancer,cell line	8
loose|PepQuery	100-200	All_transcript_coding	nonMammal_Metazoa	cancer,cell line	4
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	cancer	168
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	cell line	283
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	Organism part,cell line	121
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	Organism part	272
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	Organism part,cancer	66
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	Organism part,cancer,cell line	220
loose|PepQuery	100-200	All_transcript_coding	Homo_sapiens	cancer,cell line	94
loose|PepQuery	100-200	All_transcript_coding	NA	cancer	164
loose|PepQuery	100-200	All_transcript_coding	NA	cell line	232
loose|PepQuery	100-200	All_transcript_coding	NA	Organism part,cell line	62
loose|PepQuery	100-200	All_transcript_coding	NA	Organism part	209
loose|PepQuery	100-200	All_transcript_coding	NA	Organism part,cancer	54
loose|PepQuery	100-200	All_transcript_coding	NA	Organism part,cancer,cell line	133
loose|PepQuery	100-200	All_transcript_coding	NA	cancer,cell line	69
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	cancer	56
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	cell line	110
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	Organism part,cell line	51
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	Organism part	89
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	Organism part,cancer	30
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	Organism part,cancer,cell line	110
loose|PepQuery	100-200	All_transcript_coding	nonPrimates_mammals	cancer,cell line	32
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	cancer	3
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	cell line	2
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	Organism part,cell line	0
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	Organism part	4
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	Organism part,cancer	1
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	Organism part,cancer,cell line	3
loose|PepQuery	100-200	All_exon_noncoding	Bacteria	cancer,cell line	3
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	cancer	23
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	cell line	63
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	Organism part,cell line	27
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	Organism part	45
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	Organism part,cancer	17
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	Organism part,cancer,cell line	184
loose|PepQuery	100-200	All_exon_noncoding	nonHuman_Primates	cancer,cell line	29
loose|PepQuery	100-200	All_exon_noncoding	otherSum	cancer	0
loose|PepQuery	100-200	All_exon_noncoding	otherSum	cell line	2
loose|PepQuery	100-200	All_exon_noncoding	otherSum	Organism part,cell line	0
loose|PepQuery	100-200	All_exon_noncoding	otherSum	Organism part	1
loose|PepQuery	100-200	All_exon_noncoding	otherSum	Organism part,cancer	1
loose|PepQuery	100-200	All_exon_noncoding	otherSum	Organism part,cancer,cell line	2
loose|PepQuery	100-200	All_exon_noncoding	otherSum	cancer,cell line	2
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	cancer	0
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	cell line	7
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part,cell line	1
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part	2
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part,cancer	0
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part,cancer,cell line	14
loose|PepQuery	100-200	All_exon_noncoding	nonMammal_Metazoa	cancer,cell line	2
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	cancer	14
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	cell line	42
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	Organism part,cell line	24
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	Organism part	31
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	Organism part,cancer	11
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	Organism part,cancer,cell line	89
loose|PepQuery	100-200	All_exon_noncoding	Homo_sapiens	cancer,cell line	12
loose|PepQuery	100-200	All_exon_noncoding	NA	cancer	34
loose|PepQuery	100-200	All_exon_noncoding	NA	cell line	49
loose|PepQuery	100-200	All_exon_noncoding	NA	Organism part,cell line	16
loose|PepQuery	100-200	All_exon_noncoding	NA	Organism part	41
loose|PepQuery	100-200	All_exon_noncoding	NA	Organism part,cancer	17
loose|PepQuery	100-200	All_exon_noncoding	NA	Organism part,cancer,cell line	25
loose|PepQuery	100-200	All_exon_noncoding	NA	cancer,cell line	18
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	cancer	11
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	cell line	18
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part,cell line	13
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part	7
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part,cancer	1
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part,cancer,cell line	56
loose|PepQuery	100-200	All_exon_noncoding	nonPrimates_mammals	cancer,cell line	15
loose|PepQuery	100-200	All_intron	Bacteria	cancer	29
loose|PepQuery	100-200	All_intron	Bacteria	cell line	42
loose|PepQuery	100-200	All_intron	Bacteria	Organism part,cell line	12
loose|PepQuery	100-200	All_intron	Bacteria	Organism part	40
loose|PepQuery	100-200	All_intron	Bacteria	Organism part,cancer	11
loose|PepQuery	100-200	All_intron	Bacteria	Organism part,cancer,cell line	22
loose|PepQuery	100-200	All_intron	Bacteria	cancer,cell line	5
loose|PepQuery	100-200	All_intron	nonHuman_Primates	cancer	79
loose|PepQuery	100-200	All_intron	nonHuman_Primates	cell line	141
loose|PepQuery	100-200	All_intron	nonHuman_Primates	Organism part,cell line	35
loose|PepQuery	100-200	All_intron	nonHuman_Primates	Organism part	109
loose|PepQuery	100-200	All_intron	nonHuman_Primates	Organism part,cancer	29
loose|PepQuery	100-200	All_intron	nonHuman_Primates	Organism part,cancer,cell line	51
loose|PepQuery	100-200	All_intron	nonHuman_Primates	cancer,cell line	27
loose|PepQuery	100-200	All_intron	otherSum	cancer	3
loose|PepQuery	100-200	All_intron	otherSum	cell line	10
loose|PepQuery	100-200	All_intron	otherSum	Organism part,cell line	2
loose|PepQuery	100-200	All_intron	otherSum	Organism part	7
loose|PepQuery	100-200	All_intron	otherSum	Organism part,cancer	1
loose|PepQuery	100-200	All_intron	otherSum	Organism part,cancer,cell line	4
loose|PepQuery	100-200	All_intron	otherSum	cancer,cell line	1
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	cancer	9
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	cell line	16
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	Organism part,cell line	7
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	Organism part	8
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	Organism part,cancer	2
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	Organism part,cancer,cell line	5
loose|PepQuery	100-200	All_intron	nonMammal_Metazoa	cancer,cell line	2
loose|PepQuery	100-200	All_intron	Homo_sapiens	cancer	20
loose|PepQuery	100-200	All_intron	Homo_sapiens	cell line	32
loose|PepQuery	100-200	All_intron	Homo_sapiens	Organism part,cell line	8
loose|PepQuery	100-200	All_intron	Homo_sapiens	Organism part	35
loose|PepQuery	100-200	All_intron	Homo_sapiens	Organism part,cancer	7
loose|PepQuery	100-200	All_intron	Homo_sapiens	Organism part,cancer,cell line	22
loose|PepQuery	100-200	All_intron	Homo_sapiens	cancer,cell line	10
loose|PepQuery	100-200	All_intron	NA	cancer	359
loose|PepQuery	100-200	All_intron	NA	cell line	605
loose|PepQuery	100-200	All_intron	NA	Organism part,cell line	192
loose|PepQuery	100-200	All_intron	NA	Organism part	547
loose|PepQuery	100-200	All_intron	NA	Organism part,cancer	113
loose|PepQuery	100-200	All_intron	NA	Organism part,cancer,cell line	315
loose|PepQuery	100-200	All_intron	NA	cancer,cell line	167
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	cancer	8
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	cell line	18
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	Organism part,cell line	5
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	Organism part	8
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	Organism part,cancer	4
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	Organism part,cancer,cell line	9
loose|PepQuery	100-200	All_intron	nonPrimates_mammals	cancer,cell line	2
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	cancer	1
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	cell line	2
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	Organism part	1
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	Bacteria	cancer,cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	cancer	22
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	cell line	20
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part,cell line	11
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part	25
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part,cancer	5
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part,cancer,cell line	29
loose|PepQuery	100-200	All_transcript_noncoding	nonHuman_Primates	cancer,cell line	8
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	cancer	0
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	Organism part	2
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	Organism part,cancer	1
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	otherSum	cancer,cell line	0
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	cancer	0
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part,cell line	2
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part	0
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	nonMammal_Metazoa	cancer,cell line	0
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	cancer	4
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	cell line	18
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	Organism part,cell line	3
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	Organism part	16
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	Organism part,cancer	5
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	Organism part,cancer,cell line	18
loose|PepQuery	100-200	All_transcript_noncoding	Homo_sapiens	cancer,cell line	7
loose|PepQuery	100-200	All_transcript_noncoding	NA	cancer	25
loose|PepQuery	100-200	All_transcript_noncoding	NA	cell line	38
loose|PepQuery	100-200	All_transcript_noncoding	NA	Organism part,cell line	17
loose|PepQuery	100-200	All_transcript_noncoding	NA	Organism part	42
loose|PepQuery	100-200	All_transcript_noncoding	NA	Organism part,cancer	6
loose|PepQuery	100-200	All_transcript_noncoding	NA	Organism part,cancer,cell line	29
loose|PepQuery	100-200	All_transcript_noncoding	NA	cancer,cell line	8
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	cancer	3
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	cell line	3
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part,cell line	1
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part	5
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part,cancer	3
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part,cancer,cell line	13
loose|PepQuery	100-200	All_transcript_noncoding	nonPrimates_mammals	cancer,cell line	1
loose|PepQuery	100-200	All_transcript	Bacteria	cancer	0
loose|PepQuery	100-200	All_transcript	Bacteria	cell line	0
loose|PepQuery	100-200	All_transcript	Bacteria	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript	Bacteria	Organism part	0
loose|PepQuery	100-200	All_transcript	Bacteria	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript	Bacteria	Organism part,cancer,cell line	0
loose|PepQuery	100-200	All_transcript	Bacteria	cancer,cell line	0
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	cancer	1
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	cell line	5
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	Organism part,cell line	2
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	Organism part	8
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	Organism part,cancer	3
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	Organism part,cancer,cell line	8
loose|PepQuery	100-200	All_transcript	nonHuman_Primates	cancer,cell line	2
loose|PepQuery	100-200	All_transcript	otherSum	cancer	0
loose|PepQuery	100-200	All_transcript	otherSum	cell line	0
loose|PepQuery	100-200	All_transcript	otherSum	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript	otherSum	Organism part	0
loose|PepQuery	100-200	All_transcript	otherSum	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript	otherSum	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_transcript	otherSum	cancer,cell line	0
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	cancer	0
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	cell line	0
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	Organism part	0
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_transcript	nonMammal_Metazoa	cancer,cell line	0
loose|PepQuery	100-200	All_transcript	Homo_sapiens	cancer	2
loose|PepQuery	100-200	All_transcript	Homo_sapiens	cell line	2
loose|PepQuery	100-200	All_transcript	Homo_sapiens	Organism part,cell line	1
loose|PepQuery	100-200	All_transcript	Homo_sapiens	Organism part	3
loose|PepQuery	100-200	All_transcript	Homo_sapiens	Organism part,cancer	1
loose|PepQuery	100-200	All_transcript	Homo_sapiens	Organism part,cancer,cell line	3
loose|PepQuery	100-200	All_transcript	Homo_sapiens	cancer,cell line	1
loose|PepQuery	100-200	All_transcript	NA	cancer	1
loose|PepQuery	100-200	All_transcript	NA	cell line	7
loose|PepQuery	100-200	All_transcript	NA	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript	NA	Organism part	4
loose|PepQuery	100-200	All_transcript	NA	Organism part,cancer	0
loose|PepQuery	100-200	All_transcript	NA	Organism part,cancer,cell line	5
loose|PepQuery	100-200	All_transcript	NA	cancer,cell line	3
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	cancer	0
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	cell line	0
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	Organism part,cell line	0
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	Organism part	1
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	Organism part,cancer	1
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	Organism part,cancer,cell line	0
loose|PepQuery	100-200	All_transcript	nonPrimates_mammals	cancer,cell line	0
loose|PepQuery	100-200	All_exon_coding	Bacteria	cancer	0
loose|PepQuery	100-200	All_exon_coding	Bacteria	cell line	0
loose|PepQuery	100-200	All_exon_coding	Bacteria	Organism part,cell line	0
loose|PepQuery	100-200	All_exon_coding	Bacteria	Organism part	1
loose|PepQuery	100-200	All_exon_coding	Bacteria	Organism part,cancer	0
loose|PepQuery	100-200	All_exon_coding	Bacteria	Organism part,cancer,cell line	0
loose|PepQuery	100-200	All_exon_coding	Bacteria	cancer,cell line	0
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	cancer	26
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	cell line	61
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	Organism part,cell line	24
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	Organism part	38
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	Organism part,cancer	7
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	Organism part,cancer,cell line	46
loose|PepQuery	100-200	All_exon_coding	nonHuman_Primates	cancer,cell line	28
loose|PepQuery	100-200	All_exon_coding	otherSum	cancer	1
loose|PepQuery	100-200	All_exon_coding	otherSum	cell line	1
loose|PepQuery	100-200	All_exon_coding	otherSum	Organism part,cell line	1
loose|PepQuery	100-200	All_exon_coding	otherSum	Organism part	1
loose|PepQuery	100-200	All_exon_coding	otherSum	Organism part,cancer	1
loose|PepQuery	100-200	All_exon_coding	otherSum	Organism part,cancer,cell line	0
loose|PepQuery	100-200	All_exon_coding	otherSum	cancer,cell line	0
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	cancer	0
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	cell line	2
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	Organism part,cell line	0
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	Organism part	2
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	Organism part,cancer	1
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	Organism part,cancer,cell line	3
loose|PepQuery	100-200	All_exon_coding	nonMammal_Metazoa	cancer,cell line	1
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	cancer	40
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	cell line	81
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	Organism part,cell line	42
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	Organism part	72
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	Organism part,cancer	39
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	Organism part,cancer,cell line	73
loose|PepQuery	100-200	All_exon_coding	Homo_sapiens	cancer,cell line	29
loose|PepQuery	100-200	All_exon_coding	NA	cancer	22
loose|PepQuery	100-200	All_exon_coding	NA	cell line	39
loose|PepQuery	100-200	All_exon_coding	NA	Organism part,cell line	5
loose|PepQuery	100-200	All_exon_coding	NA	Organism part	41
loose|PepQuery	100-200	All_exon_coding	NA	Organism part,cancer	7
loose|PepQuery	100-200	All_exon_coding	NA	Organism part,cancer,cell line	17
loose|PepQuery	100-200	All_exon_coding	NA	cancer,cell line	3
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	cancer	13
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	cell line	34
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	Organism part,cell line	23
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	Organism part	17
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	Organism part,cancer	8
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	Organism part,cancer,cell line	42
loose|PepQuery	100-200	All_exon_coding	nonPrimates_mammals	cancer,cell line	16
loose|PepQuery	100-200	All_CDS	Bacteria	cancer	2
loose|PepQuery	100-200	All_CDS	Bacteria	cell line	0
loose|PepQuery	100-200	All_CDS	Bacteria	Organism part,cell line	0
loose|PepQuery	100-200	All_CDS	Bacteria	Organism part	0
loose|PepQuery	100-200	All_CDS	Bacteria	Organism part,cancer	0
loose|PepQuery	100-200	All_CDS	Bacteria	Organism part,cancer,cell line	0
loose|PepQuery	100-200	All_CDS	Bacteria	cancer,cell line	0
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	cancer	4
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	cell line	9
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	Organism part,cell line	3
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	Organism part	2
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	Organism part,cancer	0
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	Organism part,cancer,cell line	6
loose|PepQuery	100-200	All_CDS	nonHuman_Primates	cancer,cell line	0
loose|PepQuery	100-200	All_CDS	otherSum	cancer	0
loose|PepQuery	100-200	All_CDS	otherSum	cell line	0
loose|PepQuery	100-200	All_CDS	otherSum	Organism part,cell line	0
loose|PepQuery	100-200	All_CDS	otherSum	Organism part	0
loose|PepQuery	100-200	All_CDS	otherSum	Organism part,cancer	0
loose|PepQuery	100-200	All_CDS	otherSum	Organism part,cancer,cell line	1
loose|PepQuery	100-200	All_CDS	otherSum	cancer,cell line	0
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	cancer	0
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	cell line	1
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	Organism part,cell line	1
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	Organism part	0
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	Organism part,cancer	0
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	Organism part,cancer,cell line	2
loose|PepQuery	100-200	All_CDS	nonMammal_Metazoa	cancer,cell line	0
loose|PepQuery	100-200	All_CDS	Homo_sapiens	cancer	9
loose|PepQuery	100-200	All_CDS	Homo_sapiens	cell line	23
loose|PepQuery	100-200	All_CDS	Homo_sapiens	Organism part,cell line	11
loose|PepQuery	100-200	All_CDS	Homo_sapiens	Organism part	17
loose|PepQuery	100-200	All_CDS	Homo_sapiens	Organism part,cancer	4
loose|PepQuery	100-200	All_CDS	Homo_sapiens	Organism part,cancer,cell line	15
loose|PepQuery	100-200	All_CDS	Homo_sapiens	cancer,cell line	8
loose|PepQuery	100-200	All_CDS	NA	cancer	4
loose|PepQuery	100-200	All_CDS	NA	cell line	4
loose|PepQuery	100-200	All_CDS	NA	Organism part,cell line	0
loose|PepQuery	100-200	All_CDS	NA	Organism part	0
loose|PepQuery	100-200	All_CDS	NA	Organism part,cancer	0
loose|PepQuery	100-200	All_CDS	NA	Organism part,cancer,cell line	0
loose|PepQuery	100-200	All_CDS	NA	cancer,cell line	0
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	cancer	3
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	cell line	4
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	Organism part,cell line	4
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	Organism part	2
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	Organism part,cancer	1
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	Organism part,cancer,cell line	3
loose|PepQuery	100-200	All_CDS	nonPrimates_mammals	cancer,cell line	2
loose|PepQuery	100-200	other	Bacteria	cancer	1
loose|PepQuery	100-200	other	Bacteria	cell line	1
loose|PepQuery	100-200	other	Bacteria	Organism part,cell line	0
loose|PepQuery	100-200	other	Bacteria	Organism part	0
loose|PepQuery	100-200	other	Bacteria	Organism part,cancer	1
loose|PepQuery	100-200	other	Bacteria	Organism part,cancer,cell line	0
loose|PepQuery	100-200	other	Bacteria	cancer,cell line	0
loose|PepQuery	100-200	other	nonHuman_Primates	cancer	37
loose|PepQuery	100-200	other	nonHuman_Primates	cell line	58
loose|PepQuery	100-200	other	nonHuman_Primates	Organism part,cell line	25
loose|PepQuery	100-200	other	nonHuman_Primates	Organism part	52
loose|PepQuery	100-200	other	nonHuman_Primates	Organism part,cancer	17
loose|PepQuery	100-200	other	nonHuman_Primates	Organism part,cancer,cell line	80
